"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
435.699971095803,-2.57957827130771,0.332906503495832,-7.74865688780397,9.28695796982058e-15,1.24630975954992e-12,"ENSG00000136999"
2975.35846223939,0.657445798104534,0.0850410609307855,7.73092187360674,1.06770537613016e-14,1.42232487495221e-12,"ENSG00000152332"
22734.2215564398,1.54669557765383,0.200498669056657,7.71424361533675,1.21701815969391e-14,1.6093954743923e-12,"ENSG00000198431"
530.050539151212,2.8077975658932,0.365081009732413,7.69088912061237,1.46116023007752e-14,1.91824926726916e-12,"ENSG00000099337"
107.64830699601,-2.20625666951109,0.287074772079715,-7.6853032174435,1.52635050323716e-14,1.98941669547825e-12,"ENSG00000176771"
594.461113069972,0.707654244145675,0.0923338700715289,7.66408083618148,1.80116429886051e-14,2.33083525731827e-12,"ENSG00000042286"
201.573608113504,3.68007179466825,0.480487642774379,7.65903525305913,1.87334975223093e-14,2.40705513908991e-12,"ENSG00000170214"
196.026406577313,-2.16534371776829,0.283463750422549,-7.63887345221565,2.19130548696922e-14,2.79576630333953e-12,"ENSG00000049246"
4464.28472401243,0.700574190508893,0.0923561773332247,7.5855693764933,3.31030136849213e-14,4.19389719531272e-12,"ENSG00000087116"
3784.25068766991,1.48887600760731,0.19680437204659,7.56525880052522,3.87093148812547e-14,4.87011567849786e-12,"ENSG00000179820"
118.303811821994,-1.90176457869664,0.255265776925678,-7.45013531230371,9.32445468044789e-14,1.16504238238396e-11,"ENSG00000182010"
538.497191033525,1.23156348351034,0.165930871330707,7.42214799231535,1.1523594419107e-13,1.42995178144495e-11,"ENSG00000164105"
5397.22185348968,1.19401921154609,0.161459405526339,7.39516665290402,1.41231032106788e-13,1.74060041406713e-11,"ENSG00000102804"
5653.90528947247,-1.1823732378703,0.159961559757772,-7.39160858184153,1.45063030347065e-13,1.77574791945796e-11,"ENSG00000155130"
90.0328475701279,-2.4678823917934,0.3343610910259,-7.38088987633502,1.57235023708468e-13,1.9118301506888e-11,"ENSG00000183508"
1335.43794727307,-0.505526766859213,0.0684999144618252,-7.37996201646269,1.58334697462968e-13,1.91236647595773e-11,"ENSG00000116001"
453.217398834281,1.54884721179198,0.210768318131657,7.34857698501196,2.0032807503329e-13,2.40353889760140e-11,"ENSG00000147119"
616.827335044757,-1.31898519487571,0.179523647806073,-7.34713900366221,2.02494256806146e-13,2.41354503326115e-11,"ENSG00000169744"
468.241014142421,1.12217974792243,0.154645078480532,7.25648535956286,3.97277708606022e-13,4.70423545543484e-11,"ENSG00000185813"
751.356375474281,1.1095906173093,0.153023713533842,7.25110240553605,4.13392966786034e-13,4.86327297354713e-11,"ENSG00000177674"
2546.55054088299,1.18343489274828,0.163457486019159,7.24001648116362,4.48630220310232e-13,5.24376367829708e-11,"ENSG00000003402"
153.117631929528,-2.50853682463335,0.347242125863304,-7.22417194744644,5.04164337313021e-13,5.85509314044872e-11,"ENSG00000128342"
1200.04622023588,-0.665121457977559,0.0924287098442391,-7.19604827437733,6.19826920151013e-13,7.15248682316937e-11,"ENSG00000138078"
412.632532810296,1.36548156897507,0.189789514526263,7.1947155372807,6.25911197320408e-13,7.17698301383154e-11,"ENSG00000074590"
1805.25019413677,1.26402069078525,0.17646985866119,7.16281352733493,7.90378306597125e-13,9.00583885573592e-11,"ENSG00000163378"
3242.32023884995,1.11042074057895,0.155260226391372,7.15199743287672,8.55241688257732e-13,9.62560004375052e-11,"ENSG00000067082"
492.439401257228,0.85242025176822,0.119186733192816,7.15197261417684,8.55396371940075e-13,9.62560004375052e-11,"ENSG00000164291"
209.369300149446,2.31292329711243,0.32368848513611,7.14552232570106,8.96543176999886e-13,1.00263411961154e-10,"ENSG00000197301"
5566.10878600096,-0.766647172715408,0.107320223066964,-7.14354807329318,9.09520923477713e-13,1.01090739697213e-10,"ENSG00000116132"
984.76540066994,0.55190298241333,0.0773185454269944,7.13804145390251,9.46700845679609e-13,1.04581580616936e-10,"ENSG00000114745"
133.146731319843,-2.47616338128634,0.347087552743174,-7.13411749201668,9.74100995971942e-13,1.06956289357719e-10,"ENSG00000177614"
1723.07503090169,1.64293759145422,0.23054409137813,7.12634872415592,1.03066396889267e-12,1.12485175448365e-10,"ENSG00000108960"
4870.47959039491,0.766828948735843,0.107681613563964,7.12126168392096,1.06943523029414e-12,1.16017712977478e-10,"ENSG00000091527"
1983.17757199472,0.993837311496123,0.14015528780923,7.09097264206591,1.33172672436058e-12,1.4361245872167e-10,"ENSG00000173221"
20169.3772811447,0.69374595740884,0.0980609943717182,7.07463718733128,1.49840267448063e-12,1.60630539961926e-10,"ENSG00000049323"
4538.24868579457,0.812117265692065,0.114947494519505,7.06511498216482,1.60483053024968e-12,1.71027733626667e-10,"ENSG00000134318"
818.970397240666,1.08989426408891,0.154391768325032,7.0592770321434,1.67371099844022e-12,1.77325275782114e-10,"ENSG00000146373"
588.207927824026,-1.38688452809845,0.196630577662911,-7.05324952295068,1.74787002212188e-12,1.84105588318501e-10,"ENSG00000205208"
7990.27164729637,0.996739154196781,0.141499006918697,7.04414240002045,1.86607231093291e-12,1.95419838480761e-10,"ENSG00000173517"
6487.60035166787,-0.898449783337702,0.127900749418922,-7.02458576215958,2.14702266769249e-12,2.23549480865431e-10,"ENSG00000189184"
288.887047411989,-1.58609072716596,0.225835195663264,-7.02322205583461,2.16809217152901e-12,2.24453290694806e-10,"ENSG00000122966"
20597.0045169703,1.2327601801022,0.175699190459934,7.01631109895927,2.27802533099245e-12,2.33169406336668e-10,"ENSG00000134294"
17177.9191239399,2.07080723493614,0.295130681407198,7.01657728387449,2.27369163256253e-12,2.33169406336668e-10,"ENSG00000196569"
68.8271279993457,-2.07419989463588,0.295719823538376,-7.01407119014702,2.31481516661322e-12,2.35603968390627e-10,"ENSG00000196932"
3659.78797045925,1.59620366315123,0.227947205011601,7.00251474050754,2.5140842410324e-12,2.53042578859911e-10,"ENSG00000071282"
309.297084976818,-1.71061686879291,0.244285708663821,-7.0025253550424,2.51389371086729e-12,2.53042578859911e-10,"ENSG00000126861"
2236.17962300601,1.91109452998983,0.273528513895332,6.98682014088348,2.8118633483412e-12,2.81450432496672e-10,"ENSG00000100242"
25135.6584929754,-1.94927666624204,0.279103297874174,-6.98406891315494,2.86751292532388e-12,2.85443580593916e-10,"ENSG00000107562"
5361.85993612729,0.861369333252348,0.123600749229387,6.96896530662411,3.19280416442609e-12,3.16087612278183e-10,"ENSG00000131446"
221.104773689519,-1.20940695654566,0.173633539609419,-6.96528423751638,3.27741362081469e-12,3.22700557436412e-10,"ENSG00000012048"
178.64951461873,-2.36714038895053,0.340781587448953,-6.94620976054085,3.75230730488981e-12,3.6746244023075e-10,"ENSG00000125848"
3379.29416535524,0.752915909262096,0.10850506030283,6.93899351017141,3.94903271871642e-12,3.84648525618201e-10,"ENSG00000114853"
603.286515605349,-0.662304164014963,0.095502614176229,-6.93493230240615,4.06415735934498e-12,3.91650738719431e-10,"ENSG00000171469"
648.320225776334,1.29750669101402,0.187095474165259,6.93499774274577,4.06227647240425e-12,3.91650738719431e-10,"ENSG00000185022"
591.630311730615,0.771401201406837,0.111537801042417,6.91605172593891,4.6440488894545e-12,4.45165257831995e-10,"ENSG00000168234"
1077.59228830389,-1.06918413500391,0.154677641387354,-6.91233797861186,4.76730357900585e-12,4.54574941793942e-10,"ENSG00000143344"
5290.086598044,-0.844494080044903,0.122224568867274,-6.9093643599754,4.86830096712993e-12,4.61774914248655e-10,"ENSG00000182197"
1197.91607772182,-0.540902361548995,0.0783849056328341,-6.90059338825587,5.17857638803352e-12,4.88647231364601e-10,"ENSG00000172831"
358.678974101118,1.15003922942824,0.166707494578767,6.89854545732408,5.25376793214558e-12,4.93173645734101e-10,"ENSG00000078053"
2178.01003581909,1.27765790681097,0.185343921438748,6.89344380378399,5.44576382636849e-12,5.06464475037197e-10,"ENSG00000108604"
1569.87297341248,1.40018401489674,0.203122447506471,6.89330023385095,5.45126525540948e-12,5.06464475037197e-10,"ENSG00000124151"
3701.45339306437,1.48548366529653,0.215827218917387,6.88274478422081,5.87101580483177e-12,5.42679557837435e-10,"ENSG00000136478"
629.296033341259,0.93967981382218,0.136544911794236,6.8818369097357,5.9085637465487e-12,5.43377915716867e-10,"ENSG00000112576"
3314.2686464012,1.19922608156452,0.174639518969014,6.86686546461058,6.5627907127674e-12,6.00495350218217e-10,"ENSG00000143878"
462.64511959571,0.853588620280161,0.124684113324165,6.84600946762899,7.59384554535016e-12,6.91345224849793e-10,"ENSG00000164933"
1601.71177347338,0.958582466068152,0.140286898009732,6.8330149120672,8.31483088162421e-12,7.53198955411929e-10,"ENSG00000165802"
3549.32124647076,-0.54212717107436,0.0793914689771616,-6.82853180648809,8.57880516115483e-12,7.73244841316627e-10,"ENSG00000164294"
2640.28281544137,1.05563858680889,0.155095771809202,6.80636599241102,1.00094878625391e-11,8.97732136661493e-10,"ENSG00000105835"
8565.46774205974,2.23855165278902,0.329350868093323,6.7968597312296,1.06924108364348e-11,9.54258163170883e-10,"ENSG00000163661"
395.271855801921,1.03887092396098,0.15316847378697,6.78253754363223,1.18083161727914e-11,1.04868266716893e-09,"ENSG00000172465"
77.7744817851891,-1.51650591243513,0.223808860047158,-6.77589757668926,1.23636247600927e-11,1.09264287696877e-09,"ENSG00000143786"
54.8115062143022,-2.901699398522,0.428791061502827,-6.76716391510617,1.31331261030256e-11,1.15501381363357e-09,"ENSG00000119714"
1044.94605620263,0.606068895206808,0.089780696989969,6.75054789644285,1.47287887019992e-11,1.28908920248367e-09,"ENSG00000124702"
8014.61193178892,1.72301443079444,0.255656230903239,6.73957534579537,1.58850205493455e-11,1.37830711250877e-09,"ENSG00000172403"
524.486526780758,0.795158199118553,0.117985877133508,6.73943541750157,1.59003249166161e-11,1.37830711250877e-09,"ENSG00000197860"
90562.3150373391,1.95869215166348,0.290829002008737,6.73485841554633,1.64089638552401e-11,1.4156247531685e-09,"ENSG00000137801"
89.062871119327,-1.58476009075629,0.235588836566856,-6.72680469011343,1.73429275541667e-11,1.48910814454426e-09,"ENSG00000162643"
688.117895465024,1.54207417629402,0.229373378866142,6.72298670367475,1.78036836055108e-11,1.52145913151434e-09,"ENSG00000171793"
